Score,Total # of Trades,Current Trades,Unrated Trades,Curr Neg Trades,Hist Neg Trades,No. of Accts Paid,Curr Past Due,Amount Past due,30 Days,60 Days,90+ days,Inquiries,Inq. Last 6 Months,Public Records,Collections,Oldest Trade,Accounts Balance,Monthly Payment,Credit Limit,High Credit,Total Real Est. Bal,Total Rev. Bal,Tot. Installment Bal,Available %
693,17,13,0,0,0,4,0, $-   ,0,0,0,4,0,0,0,01/07/2009," $26,229.00 ", $908.00 ," $11,195.00 "," $36,274.00 ", $-   ," $10,461.00 "," $15,768.00 ",7%
556,36,17,0,1,1,9,7," $4,962.00 ",9,4,8,7,1,0,2,01/09/2010,"$42,821", $952.00 ," $9,420.00 "," $53,195.00 ", $-   ," $10,623.00 "," $29,482.00 ",10%
612,14,4,0,0,0,1,1, $385.00 ,1,1,8,8,4,0,1,01/06/2008," $53,088.00 ", $76.00 ," $1,000.00 "," $71,243.00 ", $-   , $930.00 ," $51,773.00 ",7%
561,14,6,0,0,1,4,3, $971.00 ,2,1,2,50,5,0,2,01/05/2018," $48,873.00 "," $1,691.00 ", $300.00 ," $90,515.00 ", $-   , $211.00 ," $47,808.00 ",30%
531,19,0,0,5,0,1,6," $5,495.00 ",12,7,48,5,0,0,2,01/02/2012," $19,396.00 ", $-   , $-   ," $73,473.00 ", $-   ," $3,261.00 "," $13,901.00 ",0%
662,9,3,0,0,0,5,1, $412.00 ,0,0,0,7,1,0,1,01/11/2013,"$5,763", $208.00 ," $1,000.00 "," $28,714.00 ", $-   , $231.00 ," $5,120.00 ",77%
569,42,10,0,0,0,15,13," $14,009.00 ",22,6,15,14,1,0,5,01/10/2007," $54,267.00 ", $-   , $-   ," $73,436.00 ", $-   , $876.00 ," $40,258.00 ",0%
729,3,3,0,0,0,0,0, $-   ,0,0,0,2,0,0,0,01/12/2018," $1,892.00 ", $65.00 ," $8,950.00 "," $5,245.00 ", $-   ," $1,892.00 ", $-   ,79%
662,12,7,0,0,0,0,1," $1,232.00 ",1,3,4,1,1,0,0,01/07/2007," $30,759.00 ", $518.00 ," $5,300.00 "," $62,894.00 ", $-   ," $3,534.00 "," $25,993.00 ",33%
576,14,5,0,0,0,1,0, $-   ,4,0,0,27,14,1,0,01/06/2008," $26,530.00 ", $606.00 ," $1,025.00 "," $79,177.00 ", $-   , $491.00 ," $26,039.00 ",52%
623,32,12,0,0,0,14,4," $1,121.00 ",0,0,0,13,2,0,5,01/09/2011," $39,244.00 ", $890.00 ," $7,003.00 "," $143,059.00 ", $-   ," $6,113.00 "," $32,010.00 ",13%
568,67,20,0,17,0,19,1, $353.00 ,6,6,59,15,4,1,4,01/08/2005," $240,719.00 "," $2,624.00 "," $13,900.00 "," $426,319.00 ", $-   ," $8,168.00 "," $232,198.00 ",41%
580,8,2,0,0,0,0,4," $1,019.00 ",0,0,0,14,2,0,4,01/08/2014," $10,957.00 ", $434.00 , $-   ," $14,339.00 ", $-   , $ ," $9,938.00 ",0%
796,17,12,0,0,0,4,0, $-   ,0,0,0,0,0,0,0,01/05/1984," $181,832.00 "," $1,784.00 "," $78,150.00 "," $434,566.00 "," $169,340.00 "," $12,492.00 "," $169,340.00 ",84%
585,12,8,0,0,0,2,1," $1,936.00 ",9,2,0,22,4,0,1,01/12/1999," $27,248.00 ", $505.00 ," $4,950.00 "," $70,601.00 ", $-   ," $2,348.00 "," $22,964.00 ",53%
477,25,1,0,0,0,8,3, $554.00 ,6,6,4,17,3,1,1,01/11/2015," $33,249.00 ", $743.00 , $800.00 ," $93,820.00 ", $-   ," $1,097.00 "," $32,152.00 ",0%
575,10,1,0,3,0,1,3," $2,098.00 ",4,12,14,5,0,0,2,01/01/2009," $22,670.00 ", $481.00 , $-   ," $24,873.00 ", $-   , $696.00 ," $20,572.00 ",0%
774,18,9,0,0,0,9,0, $-   ,0,0,0,1,0,0,0,01/08/2007," $148,312.00 "," $1,343.00 "," $29,700.00 "," $196,798.00 "," $145,171.00 "," $3,141.00 "," $145,171.00 ",89%
627,13,4,0,0,0,3,2, $584.00 ,1,1,4,6,5,0,3,01/12/1999," $14,905.00 ", $560.00 , $600.00 ," $43,682.00 ", $-   , $229.00 ," $14,092.00 ",62%
644,30,10,0,0,0,6,2, $632.00 ,18,10,25,25,5,0,0,01/11/2005," $13,717.00 ", $471.00 ," $10,150.00 "," $91,693.00 ", $-   ," $2,458.00 "," $11,259.00 ",85%
597,59,17,0,1,0,11,3, $464.00 ,6,5,256,10,1,0,2,01/03/2001," $119,698.00 "," $1,139.00 "," $6,330.00 "," $213,999.00 ", $-   ," $4,797.00 "," $114,517.00 ",26%
649,24,17,0,0,0,3,0, $-   ,4,2,0,2,2,0,0,01/12/1999," $33,598.00 ", $963.00 ," $65,150.00 "," $108,501.00 ", $-   ," $5,120.00 "," $28,478.00 ",92%
633,12,5,0,0,0,1,0, $-   ,8,14,27,19,7,1,0,01/04/2008," $33,725.00 ", $566.00 ," $1,300.00 "," $82,399.00 ", $-   , $989.00 ," $32,736.00 ",24%
537,17,1,0,0,0,7,1," $2,758.00 ",4,1,1,4,4,1,1,01/05/1995," $28,146.00 ", $635.00 ," $2,000.00 "," $303,901.00 ", $-   ," $1,707.00 "," $26,439.00 ",15%
608,18,9,0,0,0,0,8," $4,665.00 ",3,3,8,12,1,0,3,01/12/1999," $12,132.00 ", $445.00 ," $2,200.00 "," $13,547.00 ", $-   ," $3,041.00 "," $6,915.00 ",77%
668,8,3,0,4,0,1,0, $-   ,0,0,8,1,0,0,0,01/06/2013," $15,153.00 ", $200.00 ," $7,250.00 "," $14,723.00 ", $-   ," $5,522.00 "," $9,631.00 ",24%
603,50,26,0,0,0,11,1," $1,324.00 ",18,13,34,19,3,0,2,01/03/2009," $17,748.00 ", $827.00 ," $25,035.00 "," $39,617.00 ", $-   ," $16,294.00 ", $130.00 ,35%
587,3,1,0,0,0,0,1, $32.00 ,6,0,11,0,0,0,0,01/10/2014," $157,411.00 "," $1,282.00 ", $-   ," $336,034.00 "," $157,377.00 ", $34.00 ," $157,377.00 ",0%
496,12,0,0,0,0,2,7," $6,307.00 ",7,4,11,14,4,0,3,01/03/2000," $6,307.00 ", $-   , $-   ," $4,532.00 ", $-   , $556.00 , $-   ,0%
654,12,8,0,0,1,3,1, $25.00 ,1,0,0,11,3,0,0,01/06/2015," $30,531.00 ", $615.00 ," $22,850.00 "," $41,528.00 ", $-   ," $10,401.00 "," $20,130.00 ",54%
585,51,25,0,2,0,2,14," $9,836.00 ",52,20,52,6,0,0,8,01/06/1987," $113,650.00 "," $1,627.00 "," $12,250.00 "," $113,041.00 ", $-   ," $15,229.00 "," $89,791.00 ",11%
573,13,3,0,0,0,1,9," $7,810.00 ",0,0,0,6,2,0,9,01/12/1999," $7,975.00 ", $118.00 , $-   ," $8,042.00 ", $-   , $47.00 , $118.00 ,57%
530,35,1,0,0,0,7,0, $-   ,46,7,34,3,0,1,0,01/02/2010, $-   , $-   , $-   ," $79,927.00 ", $-   , $-   , $-   ,0%
668,59,31,0,0,0,25,0, $-   ,0,0,0,10,3,0,0,01/10/2004," $194,868.00 "," $4,255.00 "," $71,140.00 "," $481,693.00 "," $97,109.00 "," $60,041.00 "," $134,827.00 ",16%
592,40,6,0,1,1,22,7," $33,813.00 ",9,9,22,9,3,0,1,01/11/2002," $517,195.00 "," $3,295.00 "," $6,800.00 "," $1,686,187.00 "," $442,577.00 "," $22,833.00 "," $477,597.00 ",13%
588,39,10,0,0,0,20,7," $7,038.00 ",20,6,6,10,3,0,4,01/08/2008," $53,727.00 "," $1,146.00 "," $4,001.00 "," $93,615.00 ", $-   ," $4,908.00 "," $22,181.00 ",4%
564,6,0,0,0,0,5,1, $721.00 ,1,1,4,1,0,0,0,01/11/2008, $721.00 , $-   , $-   ," $19,029.00 ", $-   , $721.00 , $-   ,0%
817,37,26,0,0,0,9,0, $-   ,86,45,0,2,0,0,0,01/12/1999," $45,057.00 "," $1,548.00 "," $95,344.00 "," $163,255.00 ", $-   ," $8,113.00 "," $36,944.00 ",91%
579,7,3,0,0,0,0,2," $1,228.00 ",3,2,7,4,3,0,0,01/09/2017," $4,836.00 ", $164.00 ," $1,650.00 "," $5,396.00 ", $-   , $525.00 ," $3,083.00 ",68%
570,11,1,0,1,0,0,3, $527.00 ,12,6,43,6,0,0,3,01/01/2005," $76,795.00 ", $932.00 , $-   ," $1,235,460.00 ", $-   , $-   ," $71,900.00 ",0%
445,69,0,0,0,0,3,48," $211,140.00 ",5,4,168,9,3,0,8,01/05/2007," $212,443.00 ", $-   , $-   ," $254,785.00 ", $-   ," $3,806.00 ", $-   ,0%
704,10,7,0,0,0,2,1, $424.00 ,0,0,0,3,1,0,1,01/06/2014," $10,755.00 ", $375.00 ," $9,580.00 "," $31,163.00 ", $-   , $454.00 ," $9,877.00 ",95%
576,15,4,0,4,0,2,0, $-   ,13,5,6,13,6,0,0,01/11/2015," $46,347.00 ", $649.00 ," $1,030.00 "," $93,146.00 ", $-   ," $2,952.00 "," $43,109.00 ",96%
589,24,7,0,1,0,5,2, $230.00 ,19,6,24,5,1,0,1,01/11/2007," $13,228.00 ", $117.00 ," $5,860.00 "," $60,038.00 ", $-   ," $3,604.00 "," $9,447.00 ",38%
620,16,3,0,1,0,9,1," $1,079.00 ",3,0,0,0,0,0,1,01/09/1999," $21,294.00 ", $532.00 ," $4,900.00 "," $104,848.00 "," $15,367.00 "," $4,848.00 "," $15,367.00 ",1%
632,9,4,0,0,0,2,3," $10,992.00 ",10,1,0,2,0,0,2,01/02/2015," $39,094.00 ", $614.00 ," $2,950.00 "," $91,661.00 ", $-   , $486.00 ," $27,616.00 ",84%
699,22,11,0,1,0,10,0, $-   ,1,0,0,5,0,0,0,01/09/2011," $48,702.00 "," $1,332.00 "," $17,800.00 "," $110,501.00 ", $-   ," $5,492.00 "," $43,210.00 ",69%
507,22,2,0,1,0,7,9," $7,119.00 ",15,8,10,12,0,0,7,01/02/2015," $34,778.00 ", $389.00 , $-   ," $59,339.00 ", $-   , $592.00 ," $12,452.00 ",0%
701,15,9,0,1,0,5,0, $-   ,1,1,0,0,0,0,0,01/08/2010," $73,059.00 ", $418.00 ," $20,500.00 "," $96,138.00 ", $-   ," $10,784.00 "," $62,275.00 ",47%
619,15,6,0,0,0,4,1, $366.00 ,19,5,9,4,1,3,1,01/10/2006," $63,590.00 ", $158.00 ," $1,700.00 "," $453,439.00 ", $-   ," $1,240.00 "," $61,984.00 ",27%
644,13,8,0,1,0,2,0, $-   ,6,2,0,5,3,0,0,01/08/2007," $12,833.00 ", $802.00 ," $11,500.00 "," $34,060.00 ", $-   ," $5,510.00 "," $7,323.00 ",52%
591,12,5,0,1,0,1,4," $8,902.00 ",12,4,10,8,2,0,2,01/11/2004," $51,784.00 ", $807.00 ," $18,300.00 "," $83,086.00 ", $-   ," $5,048.00 "," $42,766.00 ",99%
729,24,17,0,2,0,4,0, $-   ,2,0,0,7,4,0,0,01/09/2015," $198,786.00 ", $906.00 ," $17,670.00 "," $298,869.00 "," $177,792.00 "," $3,093.00 "," $195,693.00 ",82%
566,9,3,0,0,0,1,3," $1,870.00 ",4,3,15,7,1,0,0,01/12/2012," $10,689.00 ", $452.00 ," $3,500.00 "," $17,147.00 ", $-   ," $1,648.00 "," $8,477.00 ",90%
662,16,14,0,0,0,0,2," $6,078.00 ",0,0,0,7,1,0,2,01/08/2010," $65,065.00 ", $777.00 ," $6,800.00 "," $61,318.00 ", $-   ," $3,802.00 "," $55,185.00 ",44%
Not Scored,,,,,,,,,,,,,,,,,,,,,,,,0%
653,8,2,0,1,0,0,3," $2,263.00 ",1,0,18,5,0,0,3,01/01/2013," $14,972.00 ", $440.00 , $500.00 ," $35,582.00 ", $-   , $244.00 ," $12,465.00 ",51%
560,6,1,0,0,0,0,5," $1,394.00 ",0,0,0,3,0,0,5,01/06/2016," $1,923.00 ", $39.00 , $500.00 ," $1,926.00 ", $-   , $529.00 , $-   ,0%
518,18,0,0,0,0,7,8," $12,688.00 ",4,4,7,1,1,0,6,01/10/2011," $12,688.00 ", $-   , $-   ," $45,134.00 ", $-   , $-   , $-   ,0%
Not Scored,4,0,0,0,0,1,3," $7,004.00 ",0,0,0,1,0,0,2,01/08/2007," $7,337.00 ", $-   , $-   ," $6,676.00 ", $-   , $-   , $-   ,0%
549,26,3,0,1,0,2,6," $3,850.00 ",20,16,48,20,4,0,1,01/06/2007," $14,553.00 ", $310.00 , $250.00 ," $18,951.00 ", $-   ," $5,902.00 "," $6,872.00 ",39%
576,23,2,0,0,0,14,0, $-   ,7,4,7,15,1,2,0,01/06/2005," $15,738.00 ", $25.00 , $500.00 ," $192,146.00 ", $-   , $426.00 ," $8,742.00 ",15%
432,7,0,0,0,0,2,5," $1,864.00 ",3,3,8,8,1,0,2,01/01/2018," $2,644.00 ", $-   , $-   ," $2,577.00 ", $-   ," $1,370.00 ", $-   ,0%
605,6,3,0,0,0,0,2," $15,521.00 ",0,0,0,0,0,0,2,01/04/1977,0, $346.00 ," $11,600.00 "," $26,267.00 ", $-   ," $11,213.00 ", $-   ,3%
655,5,3,0,0,0,1,0, $-   ,1,1,0,1,0,0,0,01/07/2010," $9,142.00 ", $56.00 , $-   ," $9,391.00 ", $-   , $-   ," $9,142.00 ",0%
587,3,2,0,0,0,1,0, $-   ,0,0,0,17,3,0,0,01/11/2019, $751.00 , $25.00 , $750.00 , $850.00 , $-   , $751.00 , $-   ,0%
475,10,3,0,0,0,0,7," $5,652.00 ",19,3,6,32,4,0,4,01/02/2011," $9,474.00 ", $209.00 ," $2,600.00 "," $17,097.00 ", $-   ," $4,389.00 ", $-   ,0%
499,7,0,0,0,0,2,5," $1,784.00 ",2,2,2,3,0,0,3,01/11/2011," $1,784.00 ", $-   , $-   ," $2,450.00 ", $-   , $147.00 , $-   ,0%
619,4,3,0,0,0,0,1, $113.00 ,0,0,0,20,3,0,1,01/08/1999, $435.00 , $58.00 ," $1,200.00 "," $1,081.00 ", $-   , $322.00 , $-   ,73%
465,24,0,0,5,0,1,14," $10,390.00 ",10,17,109,6,1,0,3,01/08/2007," $95,377.00 ", $206.00 , $-   ," $69,609.00 ", $-   ," $2,812.00 "," $82,673.00 ",0%
509,13,1,0,2,0,1,5," $8,839.00 ",17,10,9,33,5,0,0,01/06/2015," $12,170.00 ", $376.00 ," $1,200.00 "," $20,615.00 ", $-   , $330.00 ," $3,627.00 ",73%
573,27,7,0,3,0,8,1, $255.00 ,28,11,9,15,4,0,1,01/06/2013," $137,332.00 "," $2,405.00 "," $2,450.00 "," $359,302.00 ", $-   ," $1,376.00 "," $135,701.00 ",44%
514,8,1,0,0,0,1,3, $915.00 ,3,3,9,8,2,0,3,01/10/2016," $1,407.00 ", $3.00 , $200.00 ," $3,000.00 ", $-   , $456.00 , $-   ,99%
519,8,3,0,1,0,1,2," $2,586.00 ",6,4,9,4,1,0,0,01/12/1999," $4,708.00 ", $470.00 ," $1,800.00 "," $11,923.00 ", $-   ," $4,394.00 ", $314.00 ,0%
490,28,1,0,0,1,1,10," $5,164.00 ",31,27,51,9,4,1,3,01/08/2013," $9,437.00 ", $173.00 ," $1,000.00 "," $23,102.00 ", $-   ," $1,014.00 "," $3,615.00 ",8%
585,24,13,0,0,0,3,6," $5,595.00 ",3,1,4,14,5,0,4,01/12/2011," $46,916.00 ", $370.00 , $-   ," $62,115.00 ", $-   , $-   ," $41,148.00 ",0%
"Not Scored
",23,0,0,0,0,0,23," $17,147.00 ",0,0,0,4,3,0,22,01/05/2016," $17,147.00 ", $-   , $-   ," $15,937.00 ", $-   , $-   , $-   ,0%
494,16,1,0,1,0,1,10," $11,821.00 ",5,3,3,19,0,0,9,01/10/2014," $15,077.00 ", $190.00 , $650.00 ," $29,757.00 ", $-   , $721.00 ," $2,794.00 ",0%
583,19,2,0,3,0,1,18," $11,061.00 ",17,11,29,4,2,0,4,01/08/2012," $24,420.00 ", $431.00 ," $3,550.00 "," $29,804.00 ", $-   ," $4,004.00 "," $10,930.00 ",32%
571,17,9,0,0,0,0,6," $4,084.00 ",4,5,9,8,0,0,5,01/04/2017," $26,685.00 ", $-   , $-   ," $33,081.00 ", $-   , $-   ," $22,601.00 ",0%
578,17,9,0,0,0,3,6," $19,105.00 ",17,8,4,25,2,0,1,01/12/1999," $362,563.00 "," $1,871.00 ", $200.00 ," $455,147.00 "," $286,595.00 ", $498.00 ," $343,098.00 ",78%
561,42,13,0,1,0,3,16," $18,158.00 ",19,12,27,39,7,0,7,01/08/2006," $85,893.00 ", $983.00 , $600.00 ," $105,888.00 ", $-   ," $4,044.00 "," $66,784.00 ",31%
571,17,9,0,0,0,0,6," $4,084.00 ",4,5,9,8,0,0,5,01/04/2017," $26,685.00 ", $-   , $-   ," $33,081.00 ", $-   , $-   ," $22,601.00 ",0%
"Not Scored
",1,0,0,0,0,0,1, $999.00 ,0,0,0,3,0,0,1,01/11/2019, $999.00 , $-   , $-   , $999.00 , $-   , $-   , $-   ,0%
518,17,2,0,0,0,2,7," $9,846.00 ",11,6,65,6,0,3,3,01/02/2013," $20,517.00 ", $353.00 ," $2,500.00 "," $47,970.00 ", $-   , $701.00 ," $13,264.00 ",72%
464,7,0,0,0,0,0,3," $5,188.00 ",8,10,18,0,0,0,0,01/06/2012," $5,721.00 ", $-   , $-   ," $4,848.00 ", $-   ," $4,134.00 ", $-   ,0%
472,5,0,0,0,0,1,4," $4,205.00 ",1,1,1,3,2,0,3,01/09/2017," $4,205.00 ", $-   , $-   ," $3,489.00 ", $-   , $-   , $-   ,0%
506,20,2,0,2,0,4,10," $15,539.00 ",11,8,24,19,4,1,4,01/11/2009," $22,169.00 ", $165.00 ," $10,300.00 "," $79,496.00 ", $-   ," $79,496.00 "," $5,410.00 ",95%
476,5,0,0,0,0,1,3," $1,226.00 ",3,3,5,1,1,0,0,01/05/2008," $1,555.00 ", $32.00 , $300.00 ," $12,673.00 ", $-   , $900.00 , $-   ,0%
462,36,0,0,0,1,0,31," $36,867.00 ",11,8,16,7,1,0,24,01/12/2012," $39,937.00 ", $263.00 , $-   ," $42,024.00 ", $-   , $420.00 ," $4,295.00 ",0%
651,20,10,0,2,0,5,1, $164.00 ,14,0,0,1,1,0,1,01/03/2004," $26,420.00 ", $820.00 ," $8,500.00 "," $214,459.00 ", $-   ," $13,640.00 "," $12,616.00 ",33%
470,11,0,0,1,1,0,8," $4,952.00 ",18,11,10,5,0,0,5,01/09/2011," $62,274.00 ", $468.00 , $-   ," $54,989.00 ", $-   , $473.00 ," $57,828.00 ",0%
507,15,1,0,1,1,5,4," $1,345.00 ",29,27,13,26,2,0,2,01/01/2009," $29,525.00 ", $699.00 , $-   ," $59,643.00 ", $-   ," $1,751.00 "," $27,259.00 ",0%
495,24,3,0,0,0,0,15," $5,238.00 ",30,18,25,10,0,0,5,01/08/2008," $29,890.00 ", $235.00 , $-   ," $55,316.00 ", $-   ," $1,352.00 "," $24,406.00 ",0%
520,10,3,0,1,0,2,4," $2,558.00 ",1,0,0,1,14,0,4,01/07/2018," $3,987.00 ", $118.00 ," $1,100.00 "," $8,626.00 ", $-   ," $1,040.00 ", $389.00 ,5%
667,8,7,0,1,0,0,0, $-   ,1,0,0,4,1,0,0,01/10/2017," $1,833.00 ", $42.00 ," $12,050.00 "," $6,886.00 ", $-   ," $6,886.00 ", $-   ,85%
582,12,3,0,0,0,0,4," $1,814.00 ",6,5,14,19,1,0,2,01/11/2008," $24,339.00 ", $-   , $529.00 ," $29,739.00 ", $-   ," $1,071.00 ","$22,511",100%
588,10,4,0,0,0,2,4," $6,413.00 ",0,0,0,6,0,0,4,01/03/2012," $8,785.00 ", $144.00 ," $5,200.00 "," $20,868.00 ", $-   ," $2,372.00 ", $-   ,54%
481,31,0,0,1,0,10,11," $12,406.00 ",21,14,25,12,1,0,3,01/12/2011," $22,647.00 ", $642.00 , $-   ," $55,336.00 ", $-   ," $2,399.00 "," $10,054.00 ",0%
491,9,1,0,0,0,1,3," $4,404.00 ",4,3,11,6,0,0,1,01/01/2016," $11,504.00 ", $-   , $700.00 ," $13,862.00 ", $-   , $-   , $-   ,100%
"Not Scored
",,,,,,,,,,,,,,,,,,,,,,,,0%
453,9,0,0,0,0,0,8," $14,789.00 ",2,2,4,2,0,0,7,01/03/2017," $14,789.00 ", $-   , $-   ," $11,851.00 ", $-   , $-   , $-   ,0%
560,15,1,0,1,0,0,11," $17,415.00 ",0,0,9,31,14,0,13,01/09/2011," $40,445.00 ", $367.00 , $-   ," $38,675.00 ", $-   , $-   ," $20,048.00 ",0%
630,24,17,0,0,0,7,0, $-   ,0,0,0,71,1,0,0,01/01/2013," $43,455.00 "," $1,106.00 "," $22,700.00 "," $61,852.00 ", $-   ," $10,273.00 "," $33,182.00 ",55%
514,8,0,0,0,0,2,5," $1,257.00 ",5,4,4,12,5,0,1,01/05/2013," $1,259.00 ", $-   , $-   , $857.00 , $-   , $677.00 , $-   ,0%
497,26,0,0,2,0,2,9," $7,032.00 ",31,18,49,11,1,0,1,01/03/2007," $84,301.00 ", $346.00 , $-   ," $126,192.00 ", $-   ," $1,425.00 "," $77,269.00 ",0%
616,37,14,0,0,0,9,0, $-   ,0,0,0,36,4,1,0,01/02/2001," $102,019.00 ", $811.00 ," $3,119.00 "," $163,223.00 ", $-   ," $2,352.00 "," $99,667.00 ",25%
570,14,9,0,0,0,0,4," $4,796.00 ",7,4,11,8,2,0,1,01/04/2015," $44,824.00 ", $402.00 , $-   ," $41,966.00 ", $-   ," $1,940.00 "," $39,478.00 ",0%
472,1,0,0,0,0,0,1, $553.00 ,1,1,0,14,12,0,0,01/04/2020, $553.00 , $-   , $-   , $-   , $-   , $553.00 , $-   ,0%
"Not Scored
",6,0,0,0,0,1,4," $1,812.00 ",1,1,3,3,3,0,3,01/03/2015," $1,812.00 ", $-   , $-   ," $1,884.00 ", $-   , $-   , $-   ,0%
509,27,4,0,0,0,0,19," $6,069.00 ",6,4,9,3,2,1,15,01/11/2013," $7,680.00 ", $99.00 ," $1,650.00 "," $7,728.00 ", $-   ," $3,081.00 ", $-   ,2%
"Not Scored
",13,0,0,0,0,0,13," $10,343.00 ",0,0,0,3,1,0,13,01/10/2016," $10,343.00 ", $-   , $-   ," $10,176.00 ", $-   , $-   , $-   ,0%
554,12,6,0,0,2,2,2, $43.00 ,3,1,9,15,11,1,1,01/12/1999," $10,726.00 ", $442.00 , $400.00 ," $18,034.00 ", $-   , $442.00 ," $10,284.00 ",0%
"Not Scored
",8,0,0,0,0,2,4," $2,375.00 ",2,2,7,6,1,0,3,01/05/2005," $2,375.00 ", $-   , $-   ," $6,307.00 ", $-   , $-   , $-   ,0%
518,18,8,0,4,2,3,3," $1,266.00 ",17,3,4,5,0,0,0,01/09/2014," $63,144.00 ", $302.00 ," $6,770.00 "," $69,228.00 ", $-   ," $6,417.00 "," $56,727.00 ",37%
"Not Scored
",2,0,0,0,0,0,1, $665.00 ,3,1,4,1,1,0,0,01/05/2016, $665.00 , $-   , $-   , $730.00 , $-   , $-   , $-   ,0%
523,42,3,0,15,1,3,13," $9,582.00 ",31,15,284,12,1,1,11,01/09/2008," $130,641.00 ", $707.00 , $100.00 ," $135,629.00 ", $-   , $113.00 ," $111,567.00 ",0%
613,17,8,0,1,0,2,3," $1,034.00 ",9,5,10,5,1,0,1,01/09/2014," $29,217.00 ", $679.00 ," $4,800.00 "," $40,187.00 ", $-   ," $5,577.00 "," $23,530.00 ",3%
560,26,2,0,1,0,4,9," $17,162.00 ",30,17,30,5,2,0,5,01/06/2013," $61,776.00 ", $427.00 , $450.00 ," $109,034.00 ", $-   , $409.00 ," $44,205.00 ",9%
554,9,3,0,1,0,1,4," $1,952.00 ",7,3,10,1,0,0,1,01/03/1999," $3,025.00 ", $64.00 ," $1,900.00 "," $19,547.00 ", $-   ," $2,644.00 ", $-   ,44%
549,36,2,0,5,1,7,5," $7,814.00 ",35,17,40,3,1,0,1,01/09/2004," $384,277.00 "," $2,880.00 "," $3,400.00 "," $884,195.00 "," $165,764.00 "," $9,265.00 "," $373,013.00 ",0%
"Not Scored
",13,0,0,0,0,1,8," $14,841.00 ",14,5,2,7,0,0,5,01/07/2012," $16,599.00 ", $370.00 , $-   ," $32,018.00 ", $-   , $506.00 ," $1,758.00 ",0%
583,18,12,0,2,0,0,3," $2,724.00 ",1,1,4,7,3,0,2,01/01/2013," $60,571.00 ", $175.00 , $-   ," $57,158.00 ", $-   , $-   ," $59,747.00 ",0%
498,16,1,0,0,0,2,9," $20,004.00 ",7,7,3,11,3,0,4,01/09/2013," $45,906.00 ", $351.00 , $-   ," $49,346.00 ", $-   , $-   ," $9,411.00 ",0%
509,25,7,0,0,1,0,13," $14,552.00 ",14,11,20,3,0,0,4,01/02/2016," $56,412.00 ", $392.00 , $-   ," $59,269.00 ", $-   ," $2,061.00 "," $42,240.00 ",0%
565,18,4,0,8,0,0,5," $2,486.00 ",2,1,44,0,0,0,4,01/08/2013," $42,957.00 ", $-   , $-   ," $39,295.00 ", $-   , $498.00 ," $40,471.00 ",0%
579,9,2,0,0,0,2,3," $1,480.00 ",6,1,3,13,13,0,1,01/09/2016," $2,016.00 ", $64.00 , $200.00 ," $14,334.00 ", $-   , $112.00 , $424.00 ,44%
483,22,1,0,0,1,3,8," $7,155.00 ",25,14,24,5,0,0,4,01/09/2013," $17,008.00 ", $375.00 ," $1,000.00 "," $40,771.00 ", $-   ," $3,777.00 "," $8,801.00 ",100%
566,13,2,0,0,1,5,2," $1,809.00 ",7,3,6,21,1,0,1,01/07/2015," $8,873.00 ", $227.00 , $200.00 ," $14,753.00 ", $-   ,204," $4,848.00 ",0%
540,19,4,0,0,0,0,13," $16,382.00 ",25,44,98,12,3,0,9,01/12/1999," $16,735.00 ", $39.00 ," $10,300.00 "," $18,517.00 ", $-   ," $4,860.00 ", $63.00 ,97%
453,12,0,0,0,0,2,8," $5,720.00 ",3,3,7,6,0,0,5,01/08/2018," $5,720.00 ", $-   , $-   ," $5,016.00 ", $-   , $704.00 , $-   ,0%
498,39,2,0,0,1,16,13," $8,202.00 ",12,6,15,9,0,0,10,01/09/2006," $8,913.00 ", $71.00 ," $6,350.00 "," $19,799.00 ", $-   , $823.00 , $351.00 ,94%
"Not Scored
",11,0,0,0,0,0,0, $-   ,0,0,44,27,10,2,0,01/08/2007, $-   , $-   , $-   ," $22,197.00 ", $-   , $-   , $-   ,0%
547,9,1,0,0,0,1,7," $33,175.00 ",2,2,3,10,4,0,2,01/12/1999," $33,275.00 ", $100.00 , $-   ," $25,557.00 ", $-   , $467.00 , $100.00 ,0%
555,23,11,0,2,1,1,4," $2,403.00 ",36,15,14,13,0,0,1,01/08/2012," $54,879.00 "," $1,011.00 "," $1,025.00 "," $59,748.00 ", $-   ," $2,059.00 "," $50,750.00 ",9%
490,23,1,0,0,2,14,6," $2,164.00 ",9,5,8,24,5,1,1,01/09/2003," $27,365.00 ", $72.00 , $550.00 ," $86,519.00 ", $-   ," $2,787.00 "," $24,016.00 ",0%
550,30,5,0,0,0,7,12," $19,482.00 ",12,6,21,8,5,0,7,01/02/1994," $28,485.00 ", $281.00 ," $9,780.00 "," $96,724.00 ", $-   ," $12,030.00 ", $-   ,11%
520,7,5,0,0,0,0,2, $651.00 ,2,2,5,18,3,0,0,01/12/2018," $15,785.00 ", $25.00 , $500.00 ," $16,474.00 ", $-   ," $1,313.00 "," $14,472.00 ",58%
478,43,1,0,1,0,15,21," $76,918.00 ",27,15,20,1,0,0,10,01/06/2009," $101,874.00 ", $658.00 ," $4,800.00 "," $133,990.00 ", $-   ," $6,921.00 "," $20,193.00 ",5%
